aM gaRAya,am+gaRAya
kuryurvarmaRA,kuryuH+varmaRA
kuryustadA,kuryuH+tadA
kuryoditi,kuryAt+iti
kuryyAcca,kuryyAt+ca
kuryyAcCatAdikam,kuryyAt+SatAdikam
kuryyAcCAntikapOzwike,kuryyAt+SAntikapOzwike
kuryyAcCAnte,kuryyAt+SAnte
kuryyAcCizyAdike,kuryyAt+SizyAdike
kuryyAcCudDaviSudDayoH,kuryyAt+SudDaviSudDayoH
kuryyAttataH,kuryyAt+tataH
kuryyAttadardDataH,kuryyAt+tadardDataH
kuryyAttarpaRadIpane,kuryyAt+tarpaRadIpane
kuryyAttu,kuryyAt+tu
kuryyAtprAsAdakAmyayA,kuryyAt+prAsAdakAmyayA
kuryyAdaNgAnusArataH,kuryyAt+aNgAnusArataH
kuryyAdaTavA,kuryyAt+aTavA
kuryyAdaDikArasamarpaRam,kuryyAt+aDikArasamarpaRam
kuryyAdaByukzya,kuryyAt+aByukzya
kuryyAdazwadikzu,kuryyAt+azwadikzu
kuryyAdAjyasya,kuryyAt+Ajyasya
kuryyAdAyasamanvitam,kuryyAt+Ayasamanvitam
kuryyAd grahaRabanDane,kuryyAt+grahaRabanDane
kuryyAd viBAjite,kuryyAt+viBAjite
kuryyAdgItAdipUrvakam,kuryyAt+gItAdipUrvakam
kuryyAddakziRAdikrameRa,kuryyAt+dakziRAdikrameRa
kuryyAddinacatuzwayam,kuryyAt+dinacatuzwayam
kuryyAddevatAlayam,kuryyAt+devatAlayam
kuryyAdDareH,kuryyAt+hareH
kuryyAdDi,kuryyAt+hi
kuryyAdBAgazoqaSasaNKyayA,kuryyAt+BAgazoqaSasaNKyayA
kuryyAdvaktrABiGArakam,kuryyAt+vaktrABiGArakam
kuryyAdvaktrodGAwananizkftI,kuryyAt+vaktrodGAwananizkftI
kuryyAdvA,kuryyAt+vA
kuryyAdvicakzaRaH,kuryyAt+vicakzaRaH
kuryyAdvittAnusAreRa,kuryyAt+vittAnusAreRa
kuryyAdvinA,kuryyAt+vinA
kuryyAnnijanAmANkitARunA,kuryyAt+nijanAmANkitARunA
kuryyAnmaRqapasnapanAdikam,kuryyAt+maRqapasnapanAdikam
kuryyAnmaDyadeSAdisamBavaH,kuryyAt+maDyadeSAdisamBavaH
kuryyAnmaDyasTAne,kuryyAt+maDyasTAne
kuryyAnmitaprAsAdamAnataH,kuryyAt+mitaprAsAdamAnataH
kuryyAnmUlAdidIpanam,kuryyAt+mUlAdidIpanam
kuryyAlliKite,kuryyAt+liKite
kuryyuSca,kuryyuH+ca
kurvaMSca,kurvan+ca
kurvaMScimicimAM,kurvan+cimicimAM
kurvaMstejasA,kurvaMn+tejasA
kurvataste,kurvataH+te
kurvatIdamIyacezwayA,kurvatI+idamIyacezwayA
kurvateva,kurvatA+eva
kurvato mama,kurvataH+mama
kurvato'sya,kurvataH+asya
kurvadAyAtu,kurvat+AyAtu
kurvaddfSyate,kurvad+dfSyate
kurvan asti,kurvan+asti
kurvan AsIt,kurvan+AsIt
kurvanta mukundasya,kurvantaH+mukundasya
kurvanto'pi,kurvantaH+api
kurvanto'rvanti,kurvantaH+arvanti
kurvantyakAryaSatAni,kurvanti+akAryaSatAni
kurvantyatraBavantaH,kurvanti+atraBavantaH
kurvantyanye,kurvanti+anye
kurvantyahitaM,kurvanti+ahitaM
kurvantyAkramaRaM,kurvanti+AkramaRaM
kurvannAsIt,kurvan+AsIt
kurvannAste,kurvan+Aste
kurvanniva,kurvan+iva
kurvannizkrAntaH,kurvan+nizkrAntaH
kurvantyeva,kurvanti+eva
kurvannAsam,kurvan+Asam
kurvannAsIt,kurvan+AsIt
kurvannAste,kurvan+Aste
kurvARaM SerasiMhasya,kurvARam+SerasiMhasya
kurvARo'BUt,kurvARaH+aBUt
kurve'haM,kurve+ahaM
kulaM tyejat,kulam+tyajet
kulakalaNko'si,kulakalaNkaH+asi
kulagururBavAn,kulaguruH+BavAn
kulapatipadaM vA,kulapatipadam+vA
kulaBUzaRamasti,kulaBUzaRam+asti
kulamasmAkam,kulam+asmAkam
kulamudDatya,kulam+udDatya
kulavaDvo'pi,kulavaDvaH+api
kulaSElavad acalaH,kulaSElavat+acalaH
kulaSrezWASca,kulaSrezWAH+ca
kulasyAsya,kulasya+asya
kulasyArTe,kulasya+arTe
kulAlakftimAdAya,kulAlakftim+AdAya
kulAlajanyatAvacCedakasattve'pi,kulAlajanyatAvacCedakasattve+api
kulAlajYAnAdInAmapi,kulAlajYAnAdInAm+api
kulAlaSarIrasyAdfzwajanakatvAt,kulAlaSarIrasya+adfzwajanakatvAt
kulAlasyApi,kulAlasya+api
kulAlAdanyasya,kulAlAt+anyasya
kulAlAdikartfkatvaprayojyamanyam,kulAlAdikartfkatvaprayojyam+anyam
kulAlAdikftInAmanva,kulAlAdikftInAm+anvaya
kulAlAdijYAnAdInAM ayOgapadye,kulAlAdijYAnAdInAm+ayOgapadye
kulInA api,kulInAH+api
kule'smin,kule+asmin
kulEkaviMSamudDftya,kulEkaviMSam+udDftya
kulmAzESca,kulmAzEH+ca
kuvalayadAmaniBAM vimucya,kuvalayadAmaniBAm+vimucya
kuvindAdisamavaDAne'pi,kuvindAdisamavaDAne+api
kuSakUrcopasaMharet,kuSakUrcyA+upasaMharet
kuSakUrcyopasaMharet,kuSakUrcyA+upasaMharet
kuSadaDyakzatErjalEH,kuSadaDyakzatEH+jalEH
kuSapuzpAkzatopetaM svakareRa,kuSapuzpAkzatopetam+svakareRa
kuSamUlAgratastilEH,kuSamUlAgrataH+tilEH
kuSalaM kuru,kuSalam+kuru
kuSalanirdeSakasyAvaSyakatA,kuSalanirdeSakasya+AvaSyakatA
kuSalapadADikAriRo niyuktAH,kuSalapadADikAriRaH+niyuktAH
kuSalapraSikzakErdIyate,kuSalapraSikzakEH+dIyate
kuSalapraSikzakErBfSaM,kuSalapraSikzakEH+BfSaM
kuSalamanyat,kuSalam+anyat
kuSalamapfcCat,kuSalam+apfcCat
kuSalamApfcCya,kuSalam+ApfcCya
kuSalamicCAmi,kuSalam+icCAmi
kuSalavfttamavagantuM,kuSalavfttam+avagantuM
kuSalA Asan,kuSalAH+Asan
kuSalA duzwAH,kuSalAH+duzwAH
kuSalA lakzyaBedakAH,kuSalAH+lakzyaBedakAH
kuSalinaSca,kuSalinaH+ca
kuSalena,harikumAraH+aTa
kuSalo nAsti,kuSalaH+nAsti
kuSalo mahAn,kuSalaH+mahAn
kuSalo mahAbalI,kuSalaH+mahAbalI
kuSalo vartate,kuSalaH+vartate
kuSalo'si,kuSalaH+asi
kuSalo'smi,kuSalaH+asmi
kuSAMstaTA,kuSAn+taTA
kuSAgrEstena,kuSAgrEH+tena
kuSAjyaYca,kuSAjyam+ca
kuSAdyErarGyasUcitEH,kuSAdyEH+arGyasUcitEH
kuSAnAstIryya,kuSAn+AstIryya
kuSApamArjanaM nAma,kuSApamArjanam+nAma
kuSAsanADizWitayA,kuSAsanam+aDizWitayA
kuSAstasya,kuSAH+tasya
kuSIleti,kuSIlA+iti
kuzWarogAMstaTA,kuzWarogAn+taTA
kusaMskArA vinASAya,kusaMskArAH+vinASAya
kusamasOraBamAGrAya,kusamasOraBam+AGrAya
kusumapelavaM ceto,kusumapelavam+cetaH
kusumAYjalAvudayanaH,kusumAYjalO+udayanaH
kusumAnyapi,kusumAni+api
kusumABicayamasmABiH,kusumABicayam+asmABiH
kusumAvacayasyABinayaM,kusumAvacayasya+aBinayaM
kusumenAstraliptena,kusumena+astraliptena
kusumErDUpEH,kusumEH+DUpEH
kusumBAdiva,kusumBAt+iva
kuhUstaTA,kuhUH+taTA
kUwakOwilyakapawAcAranItISca,kUwakOwilyakapawAcAranItIH+ca
kUwanItimavalambya,kUwanItim+avalambya
kUpavApItaqAgAdikaTanaM nAma,kUpavApItaqAgAdikaTanam+nAma
kUpavApItaqAgAderjIrRodDAre,kUpavApItaqAgAdeH+jIrRodDAre
kUpA nirmitAH,kUpAH+nirmitAH
kUpAnAmavaSizwaM,kUpAnAm+avaSizwaM
kUpAByantaramAgatya,kUpAByantaram+Agatya
kUpikAyA apaharaRaM,kUpikAyAH+apaharaRaM
kUpikAyA dUre,kUpikAyAH+dUre
kUpe'pAtayan,kUpe+apAtayan
kUpo'darSi,kUpaH+adarSi
kUrco vfttEkapIWasTAH,kUrcaH+vfttEkapIWasTAH
kUrdanta janAH,kUrdantaH+janAH
kUrparAsyo jawenduBft,kUrparAsyaH+jawenduBft
kUrpareRAspfSat,kUrpareRa+aspfSat
kUrpareRezatsamacAlayat,kUrpareRezat+samacAlayat
kUrpparordDe,kUrpparaH+ardDe
kUrmaM pIWe,kUrmam+pIWe
kUrmaromaSaSavizARayorjYAnasya,kUrmaromaSaSavizARayoH+jYAnasya
kUrmmamanantakam,kUrmmam+anantakam
kUrmmarUpaM samAsTAya,kUrmmarUpam+samAsTAya
kUrmmasTAhigaReSvara,kUrmmasTa+ahigaReSvara
kUrmmAkftirBavet,kUrmmAkftiH+Bavet
kUrmmAvatAraYca,kUrmmAvatAram+ca
kUrmmAvatAro nAma,kUrmmAvatAraH+nAma
kUladvayamfdantaTA,kUladvayamfdam+taTA
kfkalAse'jAyat,kfkalAse+ajAyat
kfcCrakftsarvapApahA,kfcCrakft+sarvapApahA
kfcCraboDe'vabAhuke,kfcCraboDe+avabAhuke
kfcCrAcCyAmAdikErapi,kfcCrAcCyAmAdikEH+api
kfcCrAdunmezaRaM,kfcCrAt+unmezaRaM
kfcCronmIlaSirAharzasirotpAtatamo'rjunEH,kfcCronmIlaSirAharzasirotpAtatamaH+arjunEH
kfta AsIt,kftaH+AsIt
kfta iti,kftaH+iti
kftaM devakAryam,kftam+devakAryam
kftaM DyAtvA,kftam+DyAtvA
kftaM pallavitena,kftam+pallavitena
kftaM pratyupakAreRa,kftam+pratyupakAreRa
kftaM Binatti,kftam+Binatti
kftaM sAmAnyakAraRatayA,kftam+sAmAnyakAraRatayA
kftakaM manye,kftakam+manye
kftakatvamiti,kftakatvam+iti
kftakatvavatsarvamapi,kftakatvavatsarvam+api
kftakatvAdanityaH,kftakatvAt+anityaH
kftakatvAdavaSizwe,kftakatvAt+avaSizwe
kftakatvAditi,kftakatvAt+iti
kftakatvAdihetorhetvABAsatve,kftakatvAdihetoH+hetvABAsatve
kftakasupto'Bavat,kftakasuptaH+aBavat
kftakAryamadaBUd,kftakAryam+adaBUd
kftakftyAsmi,kftakftyA+asmi
kftakftyo'smi,kftakftyaH+asmi
kftagranTikuSaM prAdeSasammitam,kftagranTikuSam+prAdeSasammitam
kftaGnA na,kftaGnAH+na
kftacezwamimaM,kftacezwam+imaM
kftajYatAM nyavedayat,kftajYatAm+nyavedayat
kftajYatAM vahAmi,kftajYatAm+vahAmi
kftatvAditi,kftatvAt+iti
kftatvarA'ham,kftatvarA+aham
kftaniScayA vidyante,kftaniScayAH+vidyante
kftaniSciyA Asan,kftaniSciyAH+Asan
kftapurapraveSo mAtfpitfpraBftisvajanavargaM,kftapurapraveSaH+mAtfpitfpraBftisvajanavargaM
kftapUjo guruH,kftapUjaH+guruH
kftapratijYo'smi,kftapratijYaH+asmi
kftaprahAro'pi,kftaprahAraH+api
kftaBUriyatno'pi,kftaBUriyatnaH+api
kftamatyantavigarhitadEnyAvalambena,kftam+atyantavigarhitadEnyAvalambena
kftamaBavizyata,kftam+aBavizyata
kftamaBUt,kftam+aBUt
kftamalaNkAreRa,kftam+alaNkAreRa
kftamavamAnaM,kftam+avamAnaM
kftamAlAyAM kurvato,kftamAlAyAm+kurvataH
kftamAsIt,kftam+AsIt
kftamityASaNkyAha,kftam+ityASaNkyAha
kftamupakAraM,kftam+upakAraM
kftamUtro'pi,kftamUtraH+api
kftamekabanDanam,kftam+ekabanDanam
kftametat,kftam+etat
kftayugannAma,kftayugam+nAma
kftavatApi,kftavatA+api
kftavantamapi,kftavantam+api
kftavantastadA,kftavantaH+tadA
kftavantaste,kftavantaH+te
kftavAMstvaM,kftavAn+tvaM
kftavAnasi,kftavAn+asi
kftavAnasmi,kftavAn+asmi
kftavAniti,kftavAn+iti
kftavivaraRe'pi,kftavivaraRe+api
kftavivAho'smi,kftavivAhaH+asmi
kftaSOcaviDistataH,kftaSOcaviDiH+tataH
kftaSca,kftaH+ca
kftaScet,kftaH+cet
kftasaNkalpA BaveyuH,kftasaNkalpAH+BaveyuH
kftasanDAno'si,kftasanDAnaH+asi
kftasanDyArcano mantrI,kftasanDyArcanaH+mantrI
kftasAhasASca,kftasAhasAH+ca
kftastayA,kftaH+tayA
kftastvayA,kftaH+tvayA
kftasnAnA hemavarRAH,kftasnAnAH+hemavarRAH
kftasnAnAdikAntatra,kftasnAnAdikAm+tatra
kftasnAnAdiko guruH,kftasnAnAdikaH+guruH
kftA aBUvan,kftAH+aBUvan
kftA loke,kftAH+loke
kftAYjalaya ekAkitvakAraRaM,kftAYjalayaH+ekAkitvakAraRaM
kftAdyaYca,kftAdyam+ca
kftAnapyaparADaSatAn,kftAnapi+aparADaSatAn
kftAntamaTa,kftAntam+aTa
kftAnyevaM,kftAni+evaM
kftAnvayam,kftA+anvayam
kftAparADA AtatAyinaH,kftAparADAH+AtatAyinaH
kftAparADo'sti,kftAparADaH+asti
kftABizeko rAmaH,kftABizekaH+rAmaH
kftABizeko viBAti,kftABizekaH+viBAti
kftABUt,kftA+aBUt
kftAByAso na,kftAByAsaH+na
kftAByutpatano'pi,kftAByutpatanaH+api
kftArTatAM gata,kftArTatAm+gata
kftArTatAYca,kftArTatAm+ca
kftArTatAtawImASritya,kftArTatAtawIm+ASritya
kftArTatvAditarAnarTakyamiti,kftArTatvAditarAnarTakyam+iti
kftArTatvAditarA''narTakyAditi,kftArTatvAditarA''narTakyAt+iti
kftArTA'smi,kftArTA+asmi
kftArTo BavizyAmi,kftArTaH+BavizyAmi
kftAvanukUlatvasaMsargakalpane,kftO+anukUlatvasaMsargakalpane
kftAvanvayo na,kftAvanvayaH+na
kftAvAsA Asan,kftAvAsAH+Asan
kftAvAsAyormaDye,kftAvAsayoH+maDye
kftASca,kftAH+ca
kftAstraSca,kftAstraH+ca
kftAhAro badDacCidrodakodarI,kftAhAraH+badDacCidrodakodarI
kftA'Bavizyat,kftA+aBavizyat
kftA'BUt,kftA+aBUt
kftA'BUtna,kftA+aBUtna
kftA''sIt,kftA+AsIt
kftijanyatvaM dvitIyArTa,kftijanyatvam+dvitIyArTa
kftitvagarBaDarmAvacCinnahetutApratiyogitvasattvAditi,kftitvagarBaDarmAvacCinnahetutApratiyogitvasattvAt+iti
kftitvenEva,kftitvena+eva
kftitvamiha,kftitvam+iha
kftinizWasaMsargatAyAM satvAt,kftinizWasaMsargatAyAm+satvAt
kftiboDOpayikatvAditi,kftiboDOpayikatvAt+iti
kftimajjanyatvAdO,kftimat+janyatvAdO
kftimAniti,kftimAn+iti
kftirityAdO,kftiH+ityAdO
kftisatvepi,kftisatve+api
kftisambanDAvacCinnapratiyogitAkarUpABAvaboDAnA'saMBavAdityarTaH,kftisambanDAvacCinnapratiyogitAkarUpABAvaboDAnA'saMBavAt+ityarTaH
kftisAkzAtkArAnudayaprasaMga,kftisAkzAtkAra+anudayaprasaMga
kftisADyatvaM liNarTaH,kftisADyatvam+liNarTaH
kftisADyatvABAvAt,kftisADyatva+aBAvAt
kftisidDAvapi,kftisidDO+api
kftistadvAn,kftiH+tadvAn
kftistannirvAhakavyApArasya,kftistat+nirvAhakavyApArasya
kftItyanuSAsanAt,kfti+ityanuSAsanAt
kftenAnena,kftena+anena
kfternivizayakatve,kfteH+nivizayakatve
kfterhetutayA,kfteH+hetutayA
kfteScA'SrayatAsaMsargakalpane,kfteSca+ASrayatAsaMsargakalpane
kfte'nuBavAmi,kfte+anuBavAmi
kfte'parADe,kfte+aparADe
kfte'BinandanAnAm,kfte+aBinandanAnAm
kfte'BizekamaRqapaM,kfte+aBizekamaRqapaM
kfte'mitrAyante,kfte+amitrAyante
kfte'yaM,kfte+ayaM
kfto na,kftaH+na
kfto manasA,kftaH+manasA
kfto me,kftaH+me
kfto yacCIlaM,kftaH+yacCIlaM
kfto rAjA,kftaH+rAjA
kfto rUpaviparyayaH,kftaH+rUpaviparyayaH
kfto hAhAravaH,kftaH+hAhAravaH
kftopakArapratyupakAranimittaM sarvAsu,kftopakArapratyupakAranimittam+sarvAsu
kfto'tIva,kftaH+atIva
kfto'dya,kftaH+adya
kfto'nena,kftaH+anena
kfto'pi,kftaH+api
kfto'Bavizyat,kftaH+aBavizyat
kfto'BUt,kftaH+aBUt
kfto'sti,kftaH+asti
kfttivAsohiBUzitaH,kfttivAsaH+ahiBUzitaH
kftyaBAvAditi,kftyaBAvAt+iti
kftyamityAdikAM,kftyam+ityAdikAM
kftyarTakatvepItyarTaH,kftyarTakatvepi+ityarTaH
kftyalyuwo bahulam,kftyalyuwaH+bahulam
kftyavacCedakaM vA,kftyavacCedakam+vA
kftyAdiviSezaRatA''pannaBojanAdikriyetyarTaH,kftyAdiviSezaRatA''pannaBojanAdikriyA+ityarTaH
kftrimatAmupASrayet,kftrimatAm+upASrayet
kftvANgulAni,kftvA+aNgulAni
kftvAhnikamaTa,kftvAhnikam+aTa
kftvA'GamarzaRam,kftvA+aGamarzaRam
kftvA'nusuKaM,kftvA+anusuKaM
kftvA'pANge,kftvA+apANge
kftvA'vasat,kftvA+avasat
kftvA'zwO,kftvA+azwO
kftvodAharaRanizWaM,kftvA+udAharaRanizWaM
kftvopasftyaBawwA,kftvA+upasftyaBawwA
kftsnEkadeSavikalpasyAnavakASaparAhatatvAt,kftsnEkadeSavikalpasya+anavakASaparAhatatvAt
kftyamakarot,kftyam+akarot
kftyamanvatizWam,kftyam+anutizWam
kftvA''nItA,kftvA+AnItA
kfdantasamudAyasamAnaviBaktikameveti,kfdantasamudAyasamAnaviBaktikam+eveti
kfdantasTalepi,kfdantasTale+api
kfpaRatAyA avakASaH,kfpaRatAyAH+avakASaH
kfpaRA narAH,kfpaRAH+narAH
kfpaRAkzayA,kfpaRA+akzayA
kfpaRo mriyatAM,kfpaRaH+mriyatAM
kfpayA''jYApayatu,kfpayA+AjYApayatu
kfpayA''SrAvya,kfpayA+ASrAvya
kfpAkaRikA'pi,kfpAkaRikA+api
kfpARAnAYca,kfpARAnAm+ca
kfpARe'sya,kfpARe+asya
kfpAmASrayate,kfpAm+ASrayate
kfpAmupalaBya,kfpAm+upalaBya
kfpA'BUtyena,kfpA+aBUtyena
kfmayo vraRAH,kfmayaH+vraRAH
kfmivasAmAMsA'sTiSlezmApraBftyaSucivastuvyAptAntarAH,kfmivasAmAMsAsTiSlezmApraBfti+aSucivastuvyAptAntarAH
kfryAtsnehamAkzikayoH,kfryAt+snehamAkzikayoH
kfSakAyaSca,kfSakAyaH+ca
kfSakAyA durbalA,kfSakAyAH+durbalA
kfSakAyo vartate,kfSakAyaH+vartate
kfSagAtraSca,kfSagAtraH+ca
kfSagAtro yuvakaH,kfSagAtraH+yuvakaH
kfSarA taTA,kfSarAH+taTA
kfSASvo'vadat,kfSASvaH+avadat
kfSASvasyetAni,kfSASvasya+etAni
kfSo naraH,kfSaH+naraH
kfSohamiti,kfSoham+iti
kfzakamupagamya,kfzakam+upagamya
kfzakamuvAca,kfzakam+uvAca
kfzakavaco jananyE,kfzakavacaH+jananyE
kfzakasyodyAne,kfzakasya+udyAne
kfzARo'bravIt,kfzARaH+abravIt
kfzARo'smAn,kfzARaH+asmAn
kfziPalamavAptam,kfziPalam+avAptam
kfzIvalo'vAdIt,kfzIvalaH+avAdIt
kfzerlavanaM,kfzeH+lavanaM
kfzervikAsAya,kfzeH+vikAsAya
kfzRadevarAyaSca,kfzRadevarAyaH+ca
kfzRadevarAyasyApi,kfzRadevarAyasya+api
kfzRadevarAyo'pi,kfzRadevarAyaH+api
kfzRadevarAyo'vAdIt,kfzRadevarAyaH+avAdIt
kfzRadevarAyo'smAkaM,kfzRadevarAyaH+asmAkaM
kfzRadevaSca,kfzRadevaH+ca
kfzRadevo'jAnAt,kfzRadevaH+ajAnAt
kfzRadevo'pi,kfzRadevaH+api
kfzRadevo'vAdIt,kfzRadevaH+avAdIt
kfzRadvEpAyana iti,kfzRadvEpAyanaH+iti
kfzRaBawwo mude,kfzRaBawwaH+mude
kfzRamakzayyasAyakAn,kfzRam+akzayyasAyakAn
kfzRasyAzwaBujopaDAnaracite,kfzRasya+azwaBujopaDAnaracite
kfzRasyopAyaH,kfzRasya+upAyaH
kfzRAgurumanukramAt,kfzRAgurum+anukramAt
kfzRANgA api,kfzRANgAH+api
kfzRAjinAdinA''cCAdya,kfzRAjinAdinA+AcCAdya
kfzRAScapalAH,kfzRAH+capalAH
kfzRAzwamyAYca,kfzRAzwamyAm+ca
kfzRenEva,kfzRena+eva
kfzyAdAviva,kfzyAdO+iva
kfzRakAntopADyAyo'pi,kfzRakAntopADyAyaH+api
kfzRapipIlikApuYjEriva,kfzRapipIlikApuYjEH+iva
kfzRarajovilepanam,kfzRarajaH+vilepanam
kfzRasiMhaSca,kfzRasiMhaH+ca
kfzRAMgAravikreturvyavasAyo,kfzRAMgAravikretuH+vyavasAyaH
kfzRAMgArAnapekzante,kfzRAMgArAn+apekzante
kfzRAMgArEreva,kfzRAMgArEH+eva
kecanA'nye'pi,kecana+anye'pi
kecijjanA etAdfSAni,kecijjanAH+etAdfSAni
kecittviti,kecittu+iti
kecitpraRayinIBiH,kecit+praRayinIBiH
kecitsalilArTinaH,kecit+salilArTinaH
kecitsukftinaH,kecit+sukftinaH
kecida DAvanti,kecit+DAvanti
kecidanye,kecit+anye
kecidapUpAn,kecit+apUpAn
kecidAcakzate,kecit+Acakzate
kecidAhatAH,kecit+AhatAH
kecidAhuH,kecit+AhuH
kecidAhuHtftIyaliNgaparAmarSAtmakaviSezadarSanAnantarotpannasADyABAvajYAnasya,kecit+AhuHtftIyaliNgaparAmarSAtmakaviSezadarSanAnantarotpannasADyABAvajYAnasya
kecidityuktyA,kecit+ityuktyA
kecidISvaradEvatAH,kecit+ISvaradEvatAH
kecidUcire,kecit+Ucire
kecid aDikAriRaH,kecit+aDikAriRaH
kecid anucarAH,kecit+anucarAH
kecid amriyanta,kecit+amriyanta
kecid daRqaprahArEH,kecit+daRqaprahArEH
kecid bAlakAH,kecit+bAlakAH
kecid brAhmaRAH,kecit+brAhmaRAH
kecid BavyasattvAH,kecit+BavyasattvAH
kecid vizAdavantaH,kecit+vizAdavantaH
kecid vfDdAH,kecit+vfDdAH
kecid vyApAriRaH,kecit+vyApariRaH
kecidByakzayanto,kecit+BakzayantaH
kecidye,kecit+ye
kecidrAgAsaktAH,kecit+rAgAsaktAH
kecidvAdyAni,kecit+vAdyAni
kecinnadantaH,kecit+nadantaH
kecinmatsyajIvinaH,kecit+matsyajIvinaH
ketumAlastu,ketumAlaH+tu
ketumAlASca,ketumAlAH+ca
ketyAkArakavaktrizwasADanatAjYAnIyatAdfSakriyAkarmatvavizayatAnirUpitavAkyAntarajanyapratipattivizayatAnirU,kA+ityAkArakavaktrizwasADanatAjYAnIyatAdfSakriyAkarmatvavizayatAnirUpitavAkyAntarajanyapratipattivizayatAnirU
kena,kenacit+DarmeRa
kenacanABijYena,kenacana+aBijYena
kenacanA'lakzyeRa,kenacana+AlakzyeRa
kenacicCalena,kenacit+Calena
kenacicCalitA,kenacit+SalitA
kenacijjambukena,kenacit+jambukena
kenacitpApacetasA,kenacit+pApacetasA
kenacitpfzwaH,kenacit+pfzwaH
kenacitsahasrametaditi,kenacitsahasrametat+iti
kenacitkumAreRa,kenacit+kumAreRa
kenacidanuBavinA,kenacit+anuBavinA
kenacidanuzWAnena,kenacit+anuzWAnena
kenacidaviSeze,kenacit+aviSeze
kenacidupalaByate,kenacit+upalaByate
kenacid aparADena,kenacit+aparADena
kenacid ekA,kenacit+ekA
kenacid guptamArgeRa,kenacit+guptamArgeRa
kenacid brAhmaRena,kenacit+brAhmaRena
kenacid Bavate,kenacit+Bavate
kenacid rahasyamayena,kenacit+rahasyamayena
kenacid vAnareRa,kenacit+vAnareRa
kenacid vidyAbalena,kenacit+vidyAbalena
kenacid virAhapraTAnAM,kenacit+virAhapraTAnAM
kenacidvasteRa,kenacit+vastreRa
kenacidvEDarmyeRa,kenacit+vEDarmyeRa
kenacinmandaDiyA,kenacit+mandaDiyA
kenApyacintyena,kenApi+acintyena
kenApyaBAvena,kenApi+aBAvena
kenApyupAyena,kenApi+upAyena
kenApyaGoriRA,kenApi+aGoriRA
kenApyAlapati,kenApi+Alapati
kenArTena,kena+arTena
kenenDanIkftaH,kena+inDanIkftaH
kenEte,kena+ete
kenopAyena,kena+upAyena
kendra ucyate,kendraH+ucyate
kendraSAsanasyAjYayA,kendraSAsanasya+AjYayA
keberamuddiSya,keberam+uddiSya
keByaScit,keByaH+cit
keByaScid dineByaH,keByaScit+dineByaH
keByo biByati,keByaH+biByati
keyUramaRqitabAhurayam,keyUramaRqitabAhuH+ayam
kevalaM kandaravartivirudDAdyavyAptiH,kevalam+kandaravartivirudDAdyavyAptiH
kevalaM coravizaye,kevalam+coravizaye
kevalaM dAsyAH,kevalam+dAsyAH
kevalaM DAtvarTaH,kevalam+DAtvarTaH
kevalaM paYcamAsA,kevalam+paYcamAsA
kevalaM parapakze,kevalam+parapakze
kevalaM pAtayAmAsa,kevalam+pAtayAmAsa
kevalaM putrasaMkzayakArakaH,kevalam+putrasaMkzayakArakaH
kevalaM BAratIyayuvarAjasya,kevalam+BAratIyayuvarAjasya
kevalaM mahatyA,kevalam+mahatyA
kevalaM ye,kevalam+ye
kevalaM vidyArTina,kevalam+vidyArTina
kevalaM viSezye,kevalam+viSezye
kevalaM surendro,kevalam+surendra
kevalaM svakIyo,kevalam+svakIyaH
kevalaGakAraSabde'pi,kevalaGakAraSabde+api
kevalaGawatvAvacCinnaprakAraketyarTaH,kevalaGawatvAvacCinnaprakAraka+ityarTaH
kevaladravyatvaprakArakaboDAprasaNgenetyarTaH,kevaladravyatvaprakArakaboDAprasaNgena+ityarTaH
kevalaDUmaprayoge'pi,kevalaDUmaprayoge+api
kevalaparyAptirvyAvfttiH,kevalaparyAptiH+vyAvfttiH
kevalamaDyayanameva,kevalamaDyayanam+eva
kevalamaDyayanam,kevalam+aDyayanam
kevalamaDyayane,kevalam+aDyayane
kevalamanuBavagamyam,kevalam+anuBavagamyam
kevalamanvayavyAptireva,kevalamanvayavyAptiH+eva
kevalamarBakadvayI,kevalam+arBakadvayI
kevalamalaNkAraprAyaH,kevalam+alaNkAraprAyaH
kevalamavyavahitezu,kevalam+avyavahitezu
kevalamasmAkaM,kevalam+asmAkaM
kevalamAtmanaH,kevalam+AtmanaH
kevalamAlocanA,kevalam+AlocanA
kevalamASramaM,kevalam+ASramaM
kevalamAsma,kevalam+Asma
kevalamizyate,kevalam+izyate
kevalamISvaraH,kevalam+ISvaraH
kevalamISvarecCA,kevalam+ISvarecCA
kevalamudGAwya,kevalam+udGAwya
kevalamupArjya,kevalam+upArjya
kevalamuzRajalam,kevalam+uzRajalam
kevalameka,kevalam+ekaH
kevalamekavAraM,kevalam+ekavAraM
kevalamekAM,kevalam+ekAM
kevalamekena,kevalam+ekena
kevalamete,kevalam+ete
kevalamEtrAdiboDo lakzaRayA,kevalamEtrAdiboDaH+lakzaRayA
kevalarUQerupagamAt,kevalarUQeH+upagamAt
kevalavAtAMSca,kevalavAtAn+ca
kevalavyatirekiRo BUzaRaM,kevalavyatirekiRaH+BUzaRaM
kevalavyatirekiRyapi,kevalavyatirekiRi+api
kevalavyatirekIti,kevalavyatirekI+iti
kevalavyatirekyanumAnAvyatirekAt,kevalavyatirekI+anumAnAvyatirekAt
kevalavyatirekyapi,kevalavyatirekI+api
