aM gaRAya,am+gaRAya
arDANgulamuKErvfttErazwABiH,arDANgulamuKEH+vfttEH+azwABiH
arDANgulocCritod vfttakarRikaM,arDANgulocCritot+vfttakarRikaM
arDottarA'Bavat,arDottarA+aBavat
arpitametat,arpitam+etat
arpitaSca,arpitaH+ca
alaM cAritraBayena,alam+cAritraBayena
alaM tadIyacintayA,alam+tadIyacintayA
alaM tanmaddozato tanmaddozato jYAtum,alam+tat+maddozataH+tat+maddozataH+jYAtum
alaM tvasmAdfSakAn,alam+tu+asmAdfSakAn
alaM nAsmi,alam+na+asmi
alaM banDujane,alam+banDujane
alaM BiyA,alam+BiyA
alaM rAjapadasya,alam+rAjapadasya
alaM rutena,alam+rutena
alaM vivAdena,alam+vivAdena
alaM vizAdena,alam+vizAdena
alaM vo vo vyavasAyena,alam+vaH+vaH+vyavasAyena
alakApurImeva,alakApurIm+eva
alakzayacca,alakzayat+ca
alakzitaSca,alakzitaH+ca
alakzyatve'pi,alakzyatve+api
alaNkAranimittaM pApA pApA mAmanusaranti,alaNkAranimittam+pApAH+pApAH+mAm+anusaranti
alaNkAraprakArAnAdareRa,alaNkAraprakArAn+AdareRa
alaNkuryAtsvadehakam,alaNkuryAt+svadehakam
alaNkftevEtena,alaNkftA+iva+etena
alaNkfto gururvizRuM gururvizRuM DyAtvAtmAnaM DyAtvAtmAnaM prapUjayet,alaNkftaH+guruH+vizRum+guruH+vizRum+DyAtvA+AtmAnam+DyAtvA+AtmAnam+prapUjayet
alabDvA'pi,alabDvA+api
alabDaBUmikAnAM parakIyaM parakIyaM suKamaDikaM suKamaDikaM manyamAnAnAM manyamAnAnAM kezAYcidfzIRAmapi,alabDaBUmikAnAm+parakIyam+parakIyam+suKam+aDikam+suKam+aDikam+manyamAnAnAm+manyamAnAnAm+kezAYcit+fzIRAm+api
alamatisAhasena,alam+atisAhasena
alamanyaSaNkayA,alam+anyaSaNkayA
alamalaM dayayA,alam+alam+dayayA
alamalaM pariSrameRa,alam+alam+pariSrameRa
alamalaM BayavizAdAByAm,alam+alam+BayavizAdAByAm
alamalaM Bayena,alam+alam+Bayena
alamalaM ruditena,alam+alam+ruditena
alamalaM vArayitum,alam+alam+vArayitum
alamalaM vizAdena,alam+alam+vizAdena
alamalaM saMBrameRa,alam+alam+saMBrameRa
alamalaM samBrameRa,alam+alam+samBrameRa
alamalaM sAhasena,alam+alam+sAhasena
alamalamidAnImaribalAvalepamantareRAnavaratavfTAprayAsena,alam+alam+idAnIm+aribalAvalepam+antareRa+anavaratavfTAprayAsena
alamalametAvatA,alam+alam+etAvatA
alamAtmastavena,alam+Atmastavena
alamAryasya,alam+Aryasya
alamidAnIM BavAnatimAtraM BavAnatimAtraM santaptum,alam+idAnIm+BavAn+atimAtram+BavAn+atimAtram+santaptum
alasamudaraM,alasam+udaraM
alaso'Bavam,alasaH+aBavam
alAuddIno'cintayat,alAuddInaH+acintayat
aliNgatvajYApanameva,aliNgatvajYApanam+eva
aliNgatvamiti,aliNgatvam+iti
aluptaSaktirBava,aluptaSaktiH+Bava
alOkikajYAnAnaNgIkArAdAha idaM ceti,alOkikajYAnAn+aNgIkArAt+Aha+idam+ca+iti
alOkikavizayitASUnyatvapratyakzaM tannizWo tannizWo yo'nyonyABAvaH,alOkikavizayitASUnyatvapratyakzam+tat+nizWaH+tat+nizWaH+yaH+anyonyABAvaH
alOhAnyanuSastrERi,alOhAni+anuSastrERi
alpaM Kalu,alpam+Kalu
alpakAlajIvanam eva,alpakAlajIvanam+eva
alpaparimARataratamaBAvatvaM mahatparimARataratamaBAvavaditi,alpaparimARataratamaBAvatvam+mahatparimARataratamaBAvavat+iti
alpA eva,alpAH+eva
alpAkzarasaMdigDaM,alpAkzaram+asaMdigDaM
alpAmbupAnavyayAmawutiktASanErlaGu,alpAmbupAnavyayAmawutiktASanEH+laGu
alpAhAro nAma,alpAhAraH+nAma
alpenApi,alpena+api
alpenEva,alpena+eva
alpe'pi,alpe+api
alpajYAnAmimAm,alpajYAnAm+imAm
alpaprakASo'pi,alpaprakASaH+api
alpavayaskaM kamapi,alpavayaskam+kamapi
alpIyasyeva,alpIyasI+eva
avakarikAyAmapi,avakarikAyAm+api
avakASo laByate,avakASaH+laByate
avaktavyAsi,avaktavyA+asi
avagatamAsIt,avagatam+AsIt
avagamasyABAvAnAtmakatayA,avagamasya+aBAvAn+AtmakatayA
avagAhanasamBavAditi,avagAhanasamBavAt+iti
avagAhyAturastizWedarSaH,avagAhyAturaH+tizWet+arSaH
avaGAtoddeSeneti,avaGAtoddeSena+iti
avacCinnapratiyogitAkatvanizWasaMsargatAnirUpakA'BAvatvanizWaprakAratAprayojikA'BAvapadavfttijYAnIyA'BAvatvaviSezyatayEva,avacCinnapratiyogitAkatvanizWasaMsargatAnirUpaka+aBAvatvanizWaprakAratAprayojikA+aBAvapadavfttijYAnIya+aBAvatvaviSezyatayA+eva
avacCedakaM tattvAdityarTaH,avacCedakam+tattvAt+iti+arTaH
avacCedakagOravaM ceti,avacCedakagOravam+ceti
avacCedakagOravAcca,avacCedakagOravAt+ca
avacCedakatAparyAptipraveSAcca,avacCedakatAparyAptipraveSAt+ca
avacCedakatAyAM niravacCinnatvABiprAyeRAti,avacCedakatAyAm+niravacCinnatvABiprAyeRAti
avacCedakatAyAmiti,avacCedakatAyAm+iti
avacCedakatAsaMbanDAvacCinnapadajanyaboDavizayatvaprakAratAnirUpitaBagavadicCIyaviSezyatAvAnpadArTEkadeSaH,avacCedakatAsaMbanDAvacCinnapadajanyaboDavizayatvaprakAratAnirUpitaBagavadicCIyaviSezyatAvAn+padArTa+ekadeSaH
avacCedakatAsambanDenetyAdiH,avacCedakatAsambanDena+ityAdiH
avacCedakatAsambanDendriyamanoyogasya,avacCedakatAsambanDa+indriyamanoyogasya
avacCedakatA'vacCedakatvasambanDAvacCinnaboDavizayatvaprakAratAnirUpitecCIyaviSezyatayA,avacCedakatA+avacCedakatvasambanDAvacCinnaboDavizayatvaprakAratAnirUpitecCIyaviSezyatayA
avacCedakatvakalpanaM kalpyatvAcCakterataTAtvaM kalpyatvAcCakterataTAtvaM tadA,avacCedakatvakalpanam+kalpyatvAt+SakteH+ataTAtvam+kalpyatvAt+SakteH+ataTAtvam+tadA
avacCedakatvamanatiriktavfttitvaM svarUpasaMbanDaviSezo svarUpasaMbanDaviSezo vA,avacCedakatvam+anatiriktavfttitvam+svarUpasaMbanDaviSezaH+svarUpasaMbanDaviSezaH+vA
avacCedakatvayoreka,avacCedakatvayoH+eka
avacCedakatvasambanDenetyAdiH,avacCedakatvasambanDena+ityAdiH
avacCedakatvasyAgrAhyatvAdityanuSayAdAha vastuta iti,avacCedakatvasya+agrAhyatvAt+iti+anuSayAt+Aha+vastutaH+iti
avacCedakatvASrayatvarUpasambanDaBedAditi,avacCedakatvASrayatvarUpasambanDaBedAt+iti
avacCedakatvenEvopapattO,avacCedakatvena+eva+upapattO
avacCedakaparaM vA,avacCedakaparam+vA
avacCedakalAGavAcca,avacCedakalAGavAt+ca
avacCedakavizayakatvaM svIkArAditi,avacCedakavizayakatvam+svIkArAt+iti
avacCedakAntaHkaraRaSarIrasaMMyoganASadaSAyAmapi,avacCedakAntaHkaraRaSarIrasaMyoganASadaSAyAm+api
avacCedakAvacCedenAnyatara,avacCedakAvacCedena+anyatara
avacCedAvacCedenEva,avacCedAvacCedena+eva
avacCedyAvacCedakayorEkyAllAGavAccAha,avacCedyAvacCedakayoH+EkyAt+lAGavAt+ca+Aha
avatarannAste,avataran+Aste
avatarizyAmo prAtastvAmaBizektuM,avatarizyAmaH+prAtaH+tvAm+aBizektuM
avatAraM ca,avatAram+ca
avatAraM varAhasya,avatAram+varAhasya
avatArA asaNKyAtA asaNKyAtA atItAnAgatAdayaH,avatArAH+asaNKyAtAH+asaNKyAtAH+atItAnAgatAdayaH
avadaMSca,avadan+ca
avadatA'pi,avadatA+api
avadanmAlAkAra,
avaDAnamAkfzya,avaDAnam+Akfzya
avaDAraRAnupapattirityata Aha jYAneti,avaDAraRAnupapattiH+iti+ataH+Aha+jYAna+iti
avaDAraRArTaketyarTaH,avaDAraRArTakA+ityarTaH
avaDId vedamantrAdyAn,avaDIt+vedamantrAdyAn
avaDftasAmarTyamiti,avaDftasAmarTyam+iti
avaDyAM pramadAM pramadAM hatvA,avaDyAm+pramadAm+pramadAm+hatvA
avanatavadanAmekAM,avanatavadanAm+ekAM
avapUqakametacca,avapUqakam+etat+ca
avaBAsakamajYAtArTAvagAhi,avaBAsakam+ajYAtArTAvagAhi
avaBAsakamiti,avaBAsakam+iti
avamAnAdaDo,avamAnAt+aDa
avamAnenAsmAkam,avamAnena+asmAkam
avayavanASasyAvaSyakatvena,avayavanASasya+AvaSyakatvena
avayavaviparyAsavacanamaprAptakAlamgOsU,avayavaviparyAsavacanam+aprAptakAlamgOsU
avayavA yasya,avayavAH+yasya
avayavAnAM viparyAsavacanamavayavaviparyAsavacanam,avayavAnAm+viparyAsavacanam+avayavaviparyAsavacanam
avayavyAdaya iti,avayavyAdayaH+iti
avarjanIyatvAdityarTaH,avarjanIyatvAt+ityarTaH
avarRanIyaM Kalu,avarRanIyam+Kalu
avarRanIyamaBUt,avarRanIyam+aBUt
avarRanIyamAsIt,avarRanIyam+AsIt
avalokitaM tayA,avalokitam+tayA
avaSAmyannivAnuBUto,avaSAmyan+iva+anuBUtaH
avaSizwamapyamftopadeSaM,avaSizwam+api+amftopadeSaM
avaSizwamasti,avaSizwam+asti
avaSizwArDamapi,avaSizwArDam+api
avaSyaM BAvini,avaSyam+BAvini
avaSyaM yuDi,avaSyam+yuDi
avaSyaM saMBavAditi,avaSyam+saMBavAt+iti
avaSyakalpanIyatvAcceti,avaSyakalpanIyatvAt+ceti
avaSyamanumitipratibanDaH,avaSyam+anumitipratibanDaH
avaSyamupasTAsyati,avaSyam+upasTAsyati
avaSyamupasTitaH,avaSyam+upasTitaH
avaSyamevAgneyAstradalasya,avaSyam+eva+AgneyAstradalasya
avaSyAByupeyatvAditi,avaSyAByupeyatvAt+iti
avaSyaM lokakalyARakArakasya,avaSyam+lokakalyARakArakasya
avaSyameva,avaSyam+eva
avaSyam avaSyam avaSyam priye,avaSyam+avaSyam+avaSyam+priye
avasaramenaM,avasaram+enaM
avasarameva,avasaram+eva
avasaramEcCat,avasaram+EcCat
avasare'navasare,avasare+anavasare
avasaropayukto yaH,avasaropayuktaH+yaH
avasaro'yaM prApta,
avasitaM niScitamanumAnamiti,avasitam+niScitam+anumAnam+iti
avasitaM bAlacaritam,avasitam+bAlacaritam
avasitamanumAnamAgamasyedAnIM lakzaRamucyate,avasitam+anumAnamAgamasyedAnIm+lakzaRam+ucyate
avasitamavagacCa,avasitam+avagacCa
avasTAtumAdiSya,avasTAtum+AdiSya
avasTAdvaye'pi,avasTAdvaye+api
avasTAM parikalpya,avasTAm+parikalpya
avahitA BUtvA,avahitAH+BUtvA
avahitAsmi,avahitA+asmi
avahito BaveH,avahitaH+BaveH
avahito'smi,avahitaH+asmi
avahelanAmakurvan,avahelanAm+akurvan
avAMCameva,avAMCam+eva
avAMtaravAkyArTaboDAnaMtaraM punastadanusaMDAnAmataraByupagamyEva,avAMtaravAkyArTaboDAnaMtaram+punaH+tadanusaMDAnAmantaraByupagamya+eva
avAcaSca,avAcaH+ca
avAdIcca,avAdIt+ca
avAdIdumA,avAdIt+umA
avAntaraDarmaprakArakajijYAsAM prati,avAntaraDarmaprakArakajijYAsAm+prati
avikalamucyante,avikalam+ucyante
avikftamAsIt,avikftam+AsIt
aviGnaM tu,aviGnam+tu
avicalitamAsIt,avicalitam+AsIt
avicAyilamapi,avicAyilam+api
avicAyilaSca,avicAyilaH+ca
avicAritameva,avicAritam+eva
avicCinnapayoDAraM BrAmayitvA,avicCinnapayoDAram+BrAmayitvA
avicCinnapayoDArAM mUlamantramudIrayet,avicCinnapayoDArAm+mUlamantram+udIrayet
avicCinneti,avicCinnA+iti
avijYAtameva,avijYAtam+eva
avijYAtArTaM cAjYAnamgOsU,avijYAtArTam+ca+ajYAnamgOsU
aviditavizayo jAtaH,aviditavizayaH+jAtaH
avidyamAnamiti,avidyamAnam+iti
avidyamAnavipakzo vidyamAnasapakzaH,avidyamAnavipakzaH+vidyamAnasapakzaH
avidyamAnasapakzo vidyamAnavipakzaH,avidyamAnasapakzaH+vidyamAnavipakzaH
avidyAdInAM lakzaRamAha,avidyAdInAm+lakzaRam+Aha
avinaSyanta iti,avinaSyante+iti
avinABAvagrahaRenEva,avinABAvagrahaRena+eva
avinABAvabalEnEvArTapratipattisADanAt,avinABAvabalEna+eva+arTapratipattisADanAt
avinABAvameva,avinABAvam+eva
avinABAvavizayasmaraRenAsADAraRakAraRena,avinABAvavizayasmaraRena+asADAraRakAraRena
avinABAvina ityanena,avinABAvinaH+ityanena
avinDyavArito rAjA,avinDyavAritaH+rAjA
aviralavarziBirgaBIrataraM garjadBistamAlavanasacCAyErnibiqatarErAvftaM garjadBistamAlavanasacCAyErnibiqatarErAvftaM GanErgaganatalam,aviralavarziBiH+gaBIrataram+garjadBiH+tamAlavanasacCAyEH+nibiqatarEH+Avftam+garjadBiH+tamAlavanasacCAyEH+nibiqatarEH+Avftam+GanEH+gaganatalam
aviroDamupapAdayati,aviroDam+upapAdayati
aviroDitvamupapAdayati,aviroDitvama+upapAdayati
avilambameva,avilambam+eva
avilokyA''tmahAniM,avilokyA+AtmahAniM
avilomAgniparyantaM dIrGAzwakEkaBeditam,avilomAgniparyantam+dIrGAzwakEkaBeditam
avivakzaRepIti,avivakzaRepi+iti
avivakzAsTale'pi,avivakzAsTale+api
avivakzitatvaM tatrEva,avivakzitatvam+tatra+eva
avivakzitatvamiti,avivakzitatvam+iti
avivakzitatvamityarTenA'dozAt,avivakzitatvam+ityarTena+adozAt
avivakzitatvamityupAdAnAdeva,avivakzitatvamityupAdAnAt+eva
avivakzitatvAtsamAnavacanakatvApattiratastAtparyavizayeti,avivakzitatvAt+samAnavacanakatvApattiH+ataH+tAtparyavizayeti
avivakzitatvAtsamAnavacanakatvepapattiH,avivakzitatvAt+samAnavacanakatvopapattiH
avivakzitatveneti,avivakzitatvena+iti
avivakzitatvopAdAnAdeva,avivakzitatvopAdAnAt+eva
avivAhito'yam,avivAhitaH+ayam
avivekAdimantriBirdfzwidozaBiyA,avivekAdimantriBiH+dfzwidozaBiyA
avivekinAM lakzaRaM lakzaRaM Kalu,avivekinAm+lakzaRam+lakzaRam+Kalu
avivekinAM lakzaRaM,avivekinAm+lakzaRam
aviSizwajYAnavizayasyEva,aviSizwajYAnavizayasya+eva
aviSizwatvaM sADAraRatvaM sADAraRatvaM tasmAt,aviSizwatvam+sADAraRatvam+sADAraRatvam+tasmAt
aviSezitapratibanDakatvABAvAditi,aviSezitapratibanDakatvABAvAt+iti
aviSezitEkatvAvacCinnamAtram,aviSezita+ekatvAvacCinnamAtram
avfttivirudDasyAsaMgrAhyatve,avfttivirudDasya+asaMgrAhyatve
avfttivyADiSokA''rtAnanuvarteta,avfttivyADiSokA''rtAn+anuvarteta
avekzya,etat+avekzya
avEDarUpeRApi,avEDarUpeRa+api
avocacca,avocat+ca
avyaktAdiracintyAtmA,avyaktAdiH+acintyAtmA
avyaktAniDanAnyeva,avyaktAniDanAni+eva
avyaBicArajYAnapratibanDakajYAnavizayavyaBicAravadityata Ahalpane,avyaBicArajYAnapratibanDakajYAnavizayavyaBicAravat+iti+ataH+Ahalpane
avyaBicArapratyakza iti,avyaBicArapratyakzaH+iti
avyaBicAraviSizwasAmAnADikaraRyaM bADitamevetyarucerAha api,avyaBicAraviSizwasAmAnADikaraRyam+bADitam+eva+iti+aruceH+Aha+api
avyaBicArAdityata Aha evaM Aha evaM pravfttiriti,avyaBicArAt+iti+ataH+Aha+evam+Aha+evam+pravfttiH+iti
avyayArTasyeti,avyayArTasya+iti
avyayIBAvasamAse'liNgamavyayamiti,avyayIBAvasamAse+aliNgam+avyayam+iti
avyavaDAnapraveSAdGawasya,avyavaDAnapraveSAt+Gawasya
avyavahitapUrvA'parIBAzopyAkANkzeti,avyavahitapUrvA+aparIBAzopi+AkANkzeti
avyavahitaprAkkzaRA,avyavahitaprAk+kzaRA
avyavahitaprAkkzaRe,avyavahitaprAk+kzaRe
avyavahitottarattvavatPalAnirRayasyApi,avyavahitottarattvavat+PalAnirRayasya+api
avyavahitottaratvaM ca,avyavahitottaratvam+ca
avyavahitottaratvaniveSasyA''vaSyakatvepi,avyavahitottaratvaniveSasya+a'vaSyakatvepi
avyavahitottaratvaniveSAditi,avyavahitottaratvaniveSAt+iti
avyavahitottaratvaniveSAnnoktA''kANkzAjYAnayoH,avyavahitottaratvaniveSAt+na+ukta+AkANkzAjYAnayoH
avyavahitottaratvamizwam,avyavahitottaratvam+izwam
avyAkftaM jYAnarUpe,avyAkftam+jYAnarUpe
avyAttamevaM syAdvaktraM syAdvaktraM vyAttaM vyAttaM dvyaNgulamizyate,avyAttamevam+syAt+vaktram+syAt+vaktram+vyAttam+vyAttam+dvyaNgulam+izyate
avyApakasyApyasidDatvAdi,avyApakasya+api+asidDatvAdi
avyAptastu,avyAptaH+tu
avyAptirativyAptirasaMBavaSceti,avyAptiH+ativyAptiH+asaMBavaH+ca+iti
avyAptirBavatyeva,avyAptiH+Bavati+eva
avyAptyanavakASAcceti,avyAptyanavakASAt+ca+iti
avyAptyaBiDAnAnupapattirityata Aha tanmateneti,avyAptyaBiDAnAnupapattiH+iti+ataH+Aha+tat+matena+iti
avyAvartakatvavAditi,avyAvartakatvavAt+iti
avyAvartakameveti,avyAvartakam+eva+iti
avyAsajyavfttiDarmaSca,avyAsajyavfttiDarmaH+ca
avyutpannatvAditi,avyutpannatvAt+iti
aSaktatayA'hametam,aSaktatayA+aham+etam
aSakterasADakatArUpatvAt,aSakteH+asADakatArUpatvAt
aSaktergamakatvaBramarUpatvamayuktam,aSakteH+gamakatvaBramarUpatvam+ayuktam
aSakto baBUva,aSaktaH+baBUva
aSakto BUtvA,aSaktaH+BUtvA
aSakto'haM,aSaktaH+ahaM
aSakyaM SakyAnugamakamiti,aSakyam+SakyAnugamakam+iti
aSakyatvaviparItajYAnasyEva,aSakyatvaviparItajYAnasya+eva
aSakyatvAditi,aSakyatvAt+iti
aSakyamAsIt,aSakyam+AsIt
aSakyameva,aSakyam+eva
aSakyasyeti,aSakyasya+iti
aSaknum yatkutra,aSaknum+yat+kutra
aSato BramatvakalpanasyetyarTaH,aSataH+Bramatvakalpanasya+ityarTaH
aSanapAnAdikamAvaSyakamapi,aSanapAnAdikam+AvaSyakam+api
aSanamaSnAti,aSanam+aSnAti
aSabdamAyAti,aSabdam+AyAti
aSarIraM vAvasantaM vAvasantaM priyApriye,aSarIram+vAvasantam+vAvasantam+priyApriye
aSarIratvasidDAntaviroDaM pariharati tacceti,aSarIratvasidDAntaviroDam+pariharati+tat+ca+iti
aSarIrastada,aSarIraH+tada
aSAntimeva,aSAntim+eva
aSAntirna,aSAntiH+na
aSAntaratnAkaratawIva,aSAntaratnAkaratawI+iva
aSAnto'ham,aSAntaH+aham
aSAyayacca,aSAyayat+ca
aSitumapi,aSitum+api
aSItitamo'DyAyaH,aSItitamaH+aDyAyaH
aSItimudrAtmakaM laBate,aSItimudrAtmakam+laBate
aSItiyojanAyAmAvarRavAntarvyavasTitO,aSItiyojanAyAmO+AvarRO+antarvyavasTitO
aSuciBUto Bavati,aSuciBUtaH+Bavati
aSuBaM maDyamaM maDyamaM maDyezvindrastrizu,aSuBam+maDyamam+maDyamam+maDyezu+indraH+trizu
aSezakAyaprasftAnaSezAn,aSezakAyaprasftAn+aSezAn
aSezArTagrahaRamityupalakzaRaM katipayAtIndriyArTagrahaRasyApi,aSezArTagrahaRam+ityupalakzaRam+katipaya+atIndriyArTagrahaRasya+api
aSokavanamagacCan,aSokavanam+agacCan
aSokavanikAM gatvA,aSokavanikAm+gatvA
aSoko DarmapAlaSca,aSokaH+DarmapAlaH+ca
aSoko mantrapAlaSca,aSokaH+mantrapAlaH+ca
aSOcito'smi,aSOcitaH+asmi
aSmano janma,aSmanaH+janma
aSmarIM mUtrakfcCrAMSca,aSmarIm+mUtrakfcCrAn+ca
aSrAvaRaSca,aSrAvaRaH+ca
aSrutapUrvameva,aSrutapUrvam+eva
aSrutyEva,aSrutya+eva
aSva iti,aSvaH+iti
aSvacAlanapratiyogitA'pi,aSvacAlanapratiyogitA+api
aSvatarapfzWamAropayat,aSvatarapfzWam+Aropayat
aSvatTAmA,aSvatTAmA
aSvatTAmAstranirddagDaM jIvayAmAsa,aSvatTAmAstranirddagDam+jIvayAmAsa
aSvadvayamAsIt,aSvadvayam+AsIt
aSvapUrveti,aSvapUrvA+iti
aSvamaDirUhya,aSvam+aDirUhya
aSvamavadat,aSvam+avadat
aSvamAruhya,aSvam+Aruhya
aSvameDaPalaM prApya,aSvameDaPalam+prApya
aSvameDasahasrARAM sahasraM sahasraM yaH,aSvameDasahasrARAm+sahasram+sahasram+yaH
aSvavAnityAdO,aSvavAn+ityAdO
aSvaSAstraviSezajYo''sIt,aSvaSAstraviSezajYaH+AsIt
aSvaSikzaRamanu,aSvaSikzaRam+anu
aSvasenApatiratra,aSvasenApatiH+atra
aSvasenApatistu,aSvasenApatiH+tu
aSvasenAyASca,aSvasenAyAH+ca
aSvasEnikA atrasTavyavasTayA,aSvasEnikAH+atrasTavyavasTayA
aSvasEnikA api,aSvasEnikAH+api
aSvasEnikASca,aSvasEnikAH+ca
aSvahfdayavidyAparIkzArTameva,aSvahfdayavidyAparIkzArTam+eva
aSvA api,aSvAH+api
aSvAd avatatAra,aSvAt+avatatAra
aSvArohaRamasti,aSvArohaRam+asti
aSvAScozwrASca,aSvAH+ca+uzwrAH+ca
aSvAstatra,aSvAH+tatra
aSvinIumArayordevaBizajo,
azwagrAsapramARaM vA,azwagrAsapramARam+vA
azwacatvAriMSo'DyAyaH,azwacatvAriMSaH+aDyAyaH
azwacatvAriSatsaMskArakaTanaM nAma,azwacatvAriSatsaMskArakaTanam+nAma
azwatriMSo'DyAyaH,azwatriMSaH+aDyAyaH
azwanavatitamo'DyAyaH,azwanavatitamaH+aDyAyaH
azwapaYcASattamo'DyAyaH,azwapaYcASattamaH+aDyAyaH
azwabAhustu,azwabAhuH+tu
azwamAzwAMSato nyUnAH,azwamAzwAMSataH+nyUnAH
azwamo'DyAyAH,azwamaH+aDyAyAH
azwaratnOzaDIDAtubIjalOhAnvitaM SuBam,azwaratnOzaDIDAtubIjalOhAnvitam+SuBam
azwavAdanamaBUt,azwavAdanam+aBUt
azwavArziko jAtaH,azwavArzikaH+jAtaH
azwaviMSADikaSataM kAlamaRqanavarjitAH,azwaviMSADikaSatam+kAlamaRqanavarjitAH
azwazazwitamo'DyAyaH,azwazazwitamaH+aDyAyaH
azwazoqaSaviMSAntaM maRqapaYcADamAdikam,azwazoqaSaviMSAntam+maRqapam+ca+aDamAdikam
azwasaptatitamo'DyAyaH,azwasaptatitamaH+aDyAyaH
azwahastAScaturhastA,azwahastAH+caturhastAH
azwAgraM vEzRavaM vEzRavaM BAgaM BAgaM siDyatyeva,azwAgram+vEzRavam+vEzRavam+BAgam+BAgam+siDyati+eva
azwANgulaM lalAwantu,azwANgulam+lalAwam+tu
azwANgulAyatastena,azwANgulAyataH+tena
azwAcatvAriMSo'DyAyaH,azwAcatvAriMSaH+aDyAyaH
azwAtriMSatkalopetaM sahasrakiraRojjvalam,azwAtriMSatkalopetam+sahasrakiraRojjvalam
azwAdaSANgulAyAmAnyAyasAni,azwAdaSANgulAyAm+AnyAyasAni
azwAdaSo'DyAyaH,azwAdaSaH+aDyAyaH
azwADikaSatatamo'DyAyaH,azwADikaSatatamaH+aDyAyaH
azwAnAM pArTivantattvamaDikArAspadaM pArTivantattvamaDikArAspadaM matam,azwAnAm+pArTivam+tattvam+aDikArAspadam+pArTivam+tattvam+aDikArAspadam+matam
azwAnAM pUrvvabIjAnAM pUrvvabIjAnAM kramaSastvavaDArayet,azwAnAm+pUrvvabIjAnAm+pUrvvabIjAnAm+kramaSaH+tu+avaDArayet
azwAntenAzwaSatakaM AjyaM AjyaM pUrRAM pUrRAM pradApayet,azwAntena+azwaSatakam+Ajyam+Ajyam+pUrRAm+pUrRAm+pradApayet
azwABirdvArakAn,azwABiH+dvArakAn
azwABirviMSa eva,azwABiH+rviMSaH+eva
azwAraM dvAdaSAraM dvAdaSAraM vA,azwAram+dvAdaSAram+dvAdaSAram+vA
azwAramabjaM viliKet,azwAram+abjam+viliKet
azwArRenAsanaM dattvA,azwArRena+Asanam+dattvA
azwAlindaM BavedevaM BavedevaM nagarAdO,azwAlindam+Bavet+evam+Bavet+evam+nagarAdO
azwAvakro Bava,azwAvakraH+Bava
azwAvakro vijayatAm,azwAvakraH+vijayatAm
azwAvaNgAni,azwO+aNgani
azwAvazwO,azwO+azwO
azwAviMSatito vfdDaM vfdDaM daSaBirddaSaBiH,azwAviMSatitaH+vfdDam+vfdDam+daSaBiH+daSaBiH
azwAviMSatiyojanAnyullaNGya,azwAviMSatiyojanAni+ullaNGya
azwAviMSativyAsAnAmulleKaH,azwAviMSativyAsAnAm+ulleKaH
azwAviMSo'DyAyaH,azwAviMSaH+aDyAyaH
azwASItitamo'DyAyaH,azwASItitamaH+aDyAyaH
azwAhutIstaTAzwAntErAjyaM vyAhftiBiH,azwAhutIH+taTA+azwAntEH+Ajyam+vyAhftiBiH
azwezwakasamAyuktaM yaH,azwezwakasamAyuktam+yaH
azwottaraSataM kftvA,azwottaraSatam+kftvA
azwottaraSataM vApi,azwottaraSatam+vA+api
azwottaraSatAdUrdDvaM cottamAdikam,azwottaraSatAt+UrdDvam+ca+uttamAdikam
azwottaraSatAnyardDaM tadarDaM tadarDaM cottamAdikam,azwottaraSatAni+ardDam+tadarDam+tadarDam+ca+uttamAdikam
asaMkIrRa iti,asaMkIrRaH+iti
asaMkucitasarvajYatvABAve'pi,asaMkucitasarvajYatvABAve+api
asaMKyamAsIt,asaMKyam+AsIt
asaMgatidurvArEveti,asaMgatidurvAra+eveti
asaMgatyApatteH,asaMgati+ApatteH
asaMgraharUpo yo yo dozaH,asaMgraharUpaH+yaH+yaH+dozaH
asaMgrahasyEvABimatatayA,asaMgrahasya+eva+aBimatatayA
asaMprajYAtasamADirayam,asaMprajYAtasamADiH+iyam
asaMbadDeti,asaMbadDA+iti
asaMBavametat,asaMBavam+etat
asaMBavavAdinAM tu,asaMBavavAdinAm+tu
asaMBavavAraRAniti,asaMBavavAraRAni+iti
asaMBavaSca,asaMBavaSaH+ca
asaMBavAcca,asaMBavAt+ca
asaMBavAditi,asaMBavAt+iti
asaMBavApattiriti,asaMBavApattiH+iti
asaMvyavahAranagarAdatrA''neyA,asaMvyavahAranagarAt+atra+AneyA
asaMvyavahAranagarAdAraByA'nantakAlaM,asaMvyavahAranagarAt+AraBya+anantakAlaM
asaMvyavahArapurAdAraByA'nantakAlInaH,asaMvyavahArapurAt+AraBya+anantakAlInaH
asaMsargAgrahamAtramiti,asaMsargAgrahamAtram+iti
asaMsargAgraho bADaniScayABAvaH,asaMsargAgrahaH+bADaniScayABAvaH
asakfttayA,asakft+tayA
asakftpaWanAdapi,asakft+paWanAt+api
asaNgatamiva,asaNgatam+iva
asaNKyASca,asaNKyAH+ca
asatKyAterasvIkArAt,asatKyAteH+asvIkArAt
asattvAditi,asattvAt+iti
asattvAnna,asattvAt+na
asatpadArTe,asat+padArTe
asatpuruzaseveva,asatpuruzasevA+iva
asatpuruzaseveva,asatpuruzasevA+eva
asatyaM cedaM cedaM pramARam,asatyam+ca+idam+ca+idam+pramARam
asatyaBAzako'mAtyaH,asatyaBAzakaH+amAtyaH
asatyamapi,asatyam+api
